text,category,source,origin
Trevor Noah on the next UK prime minister: ‘What about Paddington?’,Politics,Guardian,politics_subset_10k
Sunak says ‘all sides should show restraint’ after Iranian attack on Israel – as it happened,Politics,Guardian,politics_subset_10k
Badenoch and Jenrick spar over visions for future of Tory party in TV debate,Politics,Guardian,politics_subset_10k
"From boatbuilding to barge painting, traditional British crafts at growing risk",Politics,Guardian,politics_subset_10k
"Labour election win would lift downtrodden UK, Keir Starmer to say",Politics,Guardian,politics_subset_10k
"‘The rich don’t always fight fair’: Guardian lawyers, libel and lawsuits",Politics,Guardian,politics_subset_10k
Why is handball tragic Kevin Rudd issuing challenges and signing tennis balls?,Politics,Guardian,politics_subset_10k
Amritpal Singh's Supporters Clash With Police in Ajnala. What Led to This?,Politics,The Quint,quint_politics_headlines
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
"Sue Gray facing ‘political witch-hunt’ over new Labour job, allies say",Politics,Guardian,politics_subset_10k
Woke washing? How brands like Gillette turn profits by creating a conscience,Politics,Guardian,politics_subset_10k
NHS consultants warn of further strikes and ‘tipping point’ unless government enters talks,Politics,Guardian,politics_subset_10k
"Govt-Backed Event Demands Hindu Rashtra, Mass Conversion & Deporting 25% Muslims",Politics,The Quint,quint_politics_headlines
"Tony Blair’s climate crisis views ‘absolutely aligned’ with government policy, Starmer says – as it happened",Politics,Guardian,politics_subset_10k
Sunak evades damaging Commons rebellion as NI Brexit plan passes,Politics,Guardian,politics_subset_10k
Liz Truss Tory conference speech disrupted by Greenpeace protesters; PM claims cutting taxes ‘right morally and economically’ – as it happened ,Politics,Guardian,politics_subset_10k
Priti Patel backs Boris Johnson for Tory leadership,Politics,Guardian,politics_subset_10k
'UCC Empowers Vigilantes': Young Couples Fear Loving and Living in Uttarakhand,Politics,The Quint,quint_politics_headlines
Congress vs regional parties in INDIA bloc: Nitish Kumar becomes first leader to walk out of opposition alliance,Politics,https://timesofindia.indiatimes.com/politics/news,historical_timeline_politics
Mother of Jamal Edwards pays tribute to ‘beautiful son’,Politics,Guardian,politics_subset_10k
'Nawab Malik Joined Hands with NCP-BJP Because...': Fahad Ahmad Interview,Politics,The Quint,quint_politics_headlines
Rapid results: UK ballot counters braced for race to declare first winner,Politics,Guardian,politics_subset_10k
‘Rahul Gandhi Would Have Been PM Today if…’: Purnia MP Pappu Yadav,Politics,The Quint,quint_politics_headlines
"DWP spent £50,000 trying to stop release of review into disabled man’s death",Politics,Guardian,politics_subset_10k
Could Trump really move World Cup games? The facts behind his threats,Politics,Guardian,politics_subset_10k
Colbert: ‘Nice to see Republicans take the House without any zip ties’,Politics,Guardian,politics_subset_10k
Rishi Sunak and Akshata Murty rise up rich list as fortune increases by £120m,Politics,Guardian,politics_subset_10k
Milind Deora Interview | 'How Do Netas Switch to Parties They Oppose All Along?',Politics,The Quint,quint_politics_headlines
Chris Pincher to quit as MP after losing appeal against Commons suspension,Politics,Guardian,politics_subset_10k
"‘Rewriting History Is the Historian’s Job, Not Anyone Else’s’: Swapna Liddle",Politics,The Quint,quint_politics_headlines
‘Like the Somme without the generals’: Tory nerves grow as local elections loom,Politics,Guardian,politics_subset_10k
Starmer aide Morgan McSweeney under fire after Labour welfare rebellion,Politics,Guardian,politics_subset_10k
UK nurses: how are you coping financially? ,Politics,Guardian,politics_subset_10k
Will Biden’s loss of celebrity support make a real difference?,Politics,Guardian,politics_subset_10k
No 10 responds to King Charles Cop27 ‘ban’ as Sunak says it is right he focuses on ‘depressing domestic challenges’ – as it happened,Politics,Guardian,politics_subset_10k
Google and Apple app stores investigated by Australia's competition watchdog,Politics,Guardian,politics_subset_10k
'Shashi Tharoor's Bastion but…': How Will Coastal Votes Sway in Trivandrum?,Politics,The Quint,quint_politics_headlines
"Ringfence 10% of UK health spending for preventive measures, report urges",Politics,Guardian,politics_subset_10k
"With all his plans in tatters, Rishi eyes some reshuffle lolz | John Crace",Politics,Guardian,politics_subset_10k
‘A historic wrong’: Government set to announce compensation for victims of contaminated blood scandal,Politics,Guardian,politics_subset_10k
"Old bones, new look: Australian Museum reopens to public after $60m facelift",Politics,Guardian,politics_subset_10k
"The hidden life of a farmer: playful cows, imperious sheep – and a grinding struggle for survival",Politics,Guardian,politics_subset_10k
Mick Lynch says RMT no closer to calling off rail strikes as transport minister states there is ‘deal to be done’ – as it happened,Politics,Guardian,politics_subset_10k
How the single-sex toilet law in England will work ,Politics,Guardian,politics_subset_10k
‘You asked me questions I’ve never asked myself’: Keir Starmer’s most personal interview yet,Politics,Guardian,politics_subset_10k
Blair’s net zero intervention invites  scrutiny of his institute’s donors,Politics,Guardian,politics_subset_10k
Who Will Speak for the Marathi Manoos? Inside Mumbai’s High-Stakes BMC Election,Politics,The Quint,quint_politics_headlines
Ronnie Campbell obituary,Politics,Guardian,politics_subset_10k
"Gaza protests targeting MPs ‘cross line into intimidation’, says Rachel Reeves",Politics,Guardian,politics_subset_10k
UK politics: Streeting says he ‘knows what it’s like to feel you have to bury a secret’ amid puberty blockers ban – as it happened,Politics,Guardian,politics_subset_10k
Truth decay: why personal values are poisoning how Australians consume news | Katharine Murphy,Politics,Guardian,politics_subset_10k
Tory conference cheat sheet: all you need to know about party summit,Politics,Guardian,politics_subset_10k
Call for Labour government can transform Israel-Palestine policy ,Politics,Guardian,politics_subset_10k
"NHS doctors’ strike is ‘inevitable,’ says new BMA chair",Politics,Guardian,politics_subset_10k
"Eknath Shinde Faction to Retain 'Shiv Sena' Name, 'Bow & Arrow' Symbol: EC",Politics,The Quint,quint_politics_headlines
Andrew Neil launches libel claim against Jennifer Arcuri after Epstein tweet,Politics,Guardian,politics_subset_10k
Seven’s Andrew O’Keefe coverage turns ugly as goading cameraman crosses a line | Weekly Beast,Politics,Guardian,politics_subset_10k
'My 2 Daughters Keep Asking Me...': Wife of Bengal Man 'Trapped' in Russian Army,Politics,The Quint,quint_politics_headlines
"Lok Sabha Results: Smriti Irani Loses Amethi to Kishori Lal, Says 'Such is Life'",Politics,The Quint,quint_politics_headlines
"Labour needs an ‘honest debate’ about Brexit damage, union warns",Politics,Guardian,politics_subset_10k
‘Why did he do it?’ how Rishi Sunak’s early election backfired on the PM,Politics,Guardian,politics_subset_10k
Lords panel criticises Boris Johnson for bringing honours system into question,Politics,Guardian,politics_subset_10k
Rupert Murdoch denounces 'woke orthodoxy' as Rudd rages against 'Australia Day award' | The Weekly Beast,Politics,Guardian,politics_subset_10k
Rish! never said he would stop the boats – it was all that lectern’s doing | John Crace,Politics,Guardian,politics_subset_10k
Ministers set six-week window to decide on Northern Ireland elections,Politics,Guardian,politics_subset_10k
Keir Starmer targets 10 years as PM to reverse ‘decline’ suffered by UK,Politics,Guardian,politics_subset_10k
"After two exhilarating seasons, Collingwood have been studied and stripped bare | Jonathan Horn",Politics,Guardian,politics_subset_10k
"Councils in England draining reserves to stay afloat, leaders say",Politics,Guardian,politics_subset_10k
National screening programme for prostate cancer urgently needed | Letter,Politics,Guardian,politics_subset_10k
Pressure on Reeves to drop Labour opposition to higher wealth taxes,Politics,Guardian,politics_subset_10k
"Patients to ‘pay price’ for ministers and unions failing to stop strikes, says NHS chief",Politics,Guardian,politics_subset_10k
Want levelling up? Stop running everything from London | Letters,Politics,Guardian,politics_subset_10k
Joanna Clarke-Jones obituary,Politics,Guardian,politics_subset_10k
Wimbledon diary: Mpetshi Perricard runs out of aces as injuries mount up,Politics,Guardian,politics_subset_10k
"Allu Arjun, Vir Das & Other Celebs Pay Tribute To Former PM Manmohan Singh",Politics,The Quint,quint_politics_headlines
"Get real, Akshata Murty. You may have chosen Rishi, but none of us did",Politics,Guardian,politics_subset_10k
Peter Mandelson confirmed as new ambassador to US – as it happened,Politics,Guardian,politics_subset_10k
'Hell! I Had a Normal Life': Kukis Share Horror Tales of Escaping Mobs in Imphal,Politics,The Quint,quint_politics_headlines
‘It looked like corned beef’: life inside a Welsh amputation ward – as diabetes gets worse,Politics,Guardian,politics_subset_10k
Americans flock to Chinese TikTok alternative RedNote: ‘We have the same struggles’,Politics,Guardian,politics_subset_10k
Fox lurches further to the right to win back ‘hard-edge’ Trump supporters,Politics,Guardian,politics_subset_10k
Questions raised over Lord Mandelson’s work with Chinese ‘influence operation’,Politics,Guardian,politics_subset_10k
Nick Clegg: US-UK tech deal is ‘sloppy seconds from Silicon Valley’,Politics,Guardian,politics_subset_10k
Richard Branson and Island Records boss urged to fund UK Black music exhibition,Politics,Guardian,politics_subset_10k
‘Who’s she?’: constituents react to Penny Mordaunt’s Tory leadership bid,Politics,Guardian,politics_subset_10k
Penny Mordaunt and Grant Shapps among slew of Tory cabinet ministers unseated,Politics,Guardian,politics_subset_10k
"UK and its allies face ‘deadly quartet’ of nations, says defence expert",Politics,Guardian,politics_subset_10k
England 26-25 France: Six Nations 2025 – as it happened,Politics,Guardian,politics_subset_10k
Colbert on classified documents: ‘No one in executive branch has ever purchased a shredder?’,Politics,Guardian,politics_subset_10k
"BLO Deaths, Fake Names, BJP vs TMC: What’s Really Unfolding in SIR-Bound Bengal?",Politics,The Quint,quint_politics_headlines
"Labour must offer a hopeful vision to voters, not ape Reform | Letters",Politics,Guardian,politics_subset_10k
Downing Street repeats apology for Sunak seatbelt ‘mistake’,Politics,Guardian,politics_subset_10k
Chimney sweep whose death changed child labour laws honoured with blue plaque,Politics,Guardian,politics_subset_10k
Peers set to slow down attempts to scrap thousands of EU laws,Politics,Guardian,politics_subset_10k
Losing the whip: who are the 18 UK MPs sitting as independents? ,Politics,Guardian,politics_subset_10k
"Covid has made life far harder for lone parents, says UK activist",Politics,Guardian,politics_subset_10k
Plan to cut waiting lists to be unveiled amid warning NHS faces collapse like Woolworths,Politics,Guardian,politics_subset_10k
Little sign of Tory unity as factions jostle on first day of conference,Politics,Guardian,politics_subset_10k
UK-EU youth mobility scheme could let tens of thousands live and work abroad,Politics,Guardian,politics_subset_10k
Boris Johnson allies accused of planning to block Margaret Ferrier suspension,Politics,Guardian,politics_subset_10k
"Labour event on race issues sidelined leftwing black MPs, claims Abbott",Politics,Guardian,politics_subset_10k
Junior doctors’ pay disputes can and should be avoided | Letter,Politics,Guardian,politics_subset_10k
ICJ rejects request to order Germany to stop selling arms to Israel,Politics,Guardian,politics_subset_10k
Gordon Brown makes criminal complaint against Rupert Murdoch’s media empire,Politics,Guardian,politics_subset_10k
Starmer to face test next week as MPs vote on limiting winter fuel allowance,Politics,Guardian,politics_subset_10k
"ICC must be allowed to carry out work ‘without intimidation’, say 93 member states",Politics,Guardian,politics_subset_10k
Tory MPs mull backing Labour attempt to force binding fracking vote ,Politics,Guardian,politics_subset_10k
People deemed unable to work ‘face having benefits reduced under DWP plan’,Politics,Guardian,politics_subset_10k
Fran Kelly bids a ‘bittersweet’ farewell to ABC’s Radio National Breakfast after 17 years,Politics,Guardian,politics_subset_10k
Victorian regulator weighs unprecedented intervention in AFL’s fight with bookmakers over gambling revenue,Politics,Guardian,politics_subset_10k
Truss’s mini-budget looks likely to cost the Tories the next election | Pippa Crerar,Politics,Guardian,politics_subset_10k
Kim Darroch: Johnson joins defence of press over cables publication,Politics,Guardian,politics_subset_10k
Rachel Reeves pursues political prize over £22bn financial hole,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
"More than 133,000 UK public servants to strike on 28 April",Politics,Guardian,politics_subset_10k
Gary Lineker remains BBC’s highest-paid presenter,Politics,Guardian,politics_subset_10k
How Nigel Lawson turned postwar economic consensus on its head,Politics,Guardian,politics_subset_10k
Rishi Sunak denies HS2 has been reduced to ‘shuttle service’,Politics,Guardian,politics_subset_10k
"'Check Our Papers, But Don't Call Us Bangladeshi': Inside UP's Operation Torch",Politics,The Quint,quint_politics_headlines
DWP ‘blocked whistleblower giving evidence to carer’s allowance review’,Politics,Guardian,politics_subset_10k
Thérèse Coffey brings farmers’ union plenty of chaff and no wheat | John Crace,Politics,Guardian,politics_subset_10k
British news outlets 'could fail due to coronavirus ad-blocking',Politics,Guardian,politics_subset_10k
Aadhaar and the Voter List: What the Supreme Court’s Bihar Order Really Means,Politics,The Quint,quint_politics_headlines
Green party’s ‘progressive politics’ leaves members out in the cold | Letters,Politics,Guardian,politics_subset_10k
Tory party urged to investigate Welsh secretary’s ‘racist’ leaflet about Travellers,Politics,Guardian,politics_subset_10k
Shops & Mosques Attacked: What Led to Communal Flare-Up in Telangana's Asifabad?,Politics,The Quint,quint_politics_headlines
No 10 accused of having ‘revolving door’ after new Treasury minister embroiled in China row,Politics,Guardian,politics_subset_10k
"England v India: third men’s cricket Test, day two – as it happened",Politics,Guardian,politics_subset_10k
"England likely to miss target to end rough sleeping by 2024, says Crisis",Politics,Guardian,politics_subset_10k
Evening Standard’s losses climb to nearly £70m over five years,Politics,Guardian,politics_subset_10k
Starmer and Merz to sign UK–Germany treaty targeting smuggling gangs and boosting defence ties,Politics,Guardian,politics_subset_10k
Labour peer wrote to Treasury on behalf of crypto firm he advised,Politics,Guardian,politics_subset_10k
Chhattisgarh's 'Jal-Jagar' Initiative Sets Benchmark for Water Conservation,Politics,The Quint,quint_politics_headlines
"Crime gangs raking in millions through supported housing, say police",Politics,Guardian,politics_subset_10k
Eben Hamilton obituary,Politics,Guardian,politics_subset_10k
Home Office continues to demand fees unlawfully charged for language tests,Politics,Guardian,politics_subset_10k
Why George Soros & OCCRP Have Emerged as the BJP's Favourite New Villains,Politics,The Quint,quint_politics_headlines
Team GB is fast out of the blocks to celebrate early Olympic silver and bronze medals,Politics,Guardian,politics_subset_10k
"Muslim Woman 'Bullied' by BJP's Madhavi Latha Left Without Voting, Claims BLO",Politics,The Quint,quint_politics_headlines
The sinister psychology at the heart of populism | Letters,Politics,Guardian,politics_subset_10k
Back-to-work schemes in England previously funded by EU forced to close,Politics,Guardian,politics_subset_10k
Villagers fight to keep BBC Victorian Farm in business,Politics,Guardian,politics_subset_10k
I quit! The art of writing the great resignation letter,Politics,Guardian,politics_subset_10k
Some British MPs spending equivalent of a day a week doing second jobs,Politics,Guardian,politics_subset_10k
The Guardian and Observer charity telethon 2023: call our writers and donate,Politics,Guardian,politics_subset_10k
IOC puts out correction after president Thomas Bach confuses gender issues,Politics,Guardian,politics_subset_10k
"Saudi state part-owns Evening Standard and Independent, court told",Politics,Guardian,politics_subset_10k
"European stocks log worst year since 2018 as rate hikes, Ukraine war rattle markets",Politics,https://www.cnbc.com/world-politics/,historical_timeline_politics
"Alex Salmond, former first minister of Scotland, dies aged 69",Politics,Guardian,politics_subset_10k
Mistakenly released prisoner Billy Smith turns himself in,Politics,Guardian,politics_subset_10k
Poll reveals voters negative about Labour and Tory attack ads ,Politics,Guardian,politics_subset_10k
English councils call for national men’s health strategy,Politics,Guardian,politics_subset_10k
Canada Accuses Indian Agents of Using  Lawrence Bishnoi for Extortion & Murder,Politics,The Quint,quint_politics_headlines
"Laxman Savadi, ex-Dy CM Of Karnataka Who Quit BJP To Join Cong, Wins Athani",Politics,The Quint,quint_politics_headlines
NRL investigates alleged racial abuse of Latrell Mitchell and Cody Walker,Politics,Guardian,politics_subset_10k
"The Guide #56: From Britbox to Shudder, the best niche streaming services",Politics,Guardian,politics_subset_10k
‘You mean there’s nothing?’ The families fighting for their children with dementia,Politics,Guardian,politics_subset_10k
Horse racing: more records for Aidan O’Brien as Chester dominance continues,Politics,Guardian,politics_subset_10k
Ex-Tory member sues party over suspension for criticising Israel,Politics,Guardian,politics_subset_10k
Rachel Reeves still has plenty of options on taxation| Letters,Politics,Guardian,politics_subset_10k
Truth Social: the failing anti-Twitter platform even Trump barely uses,Politics,Guardian,politics_subset_10k
"Shagged, married, arrived: how Chris and Rosie Ramsey turned their life into comedy gold",Politics,Guardian,politics_subset_10k
Keep private hands off Birmingham’s treasures | Letters,Politics,Guardian,politics_subset_10k
Tucker Carlson makes insinuating remarks on women in new leaked video,Politics,Guardian,politics_subset_10k
Keir Starmer vows to reinstate top rate of income tax to fund public services,Politics,Guardian,politics_subset_10k
Modi 3.0 Has 3 Ministers From Northeast: What's the Strategy Behind the Choices?,Politics,The Quint,quint_politics_headlines
UK tenants face blame for causing toxic mould and deadly hazards under new rules,Politics,Guardian,politics_subset_10k
"Ending sexual violence on public transport is ‘absolute priority’, says minister – as it happened",Politics,Guardian,politics_subset_10k
"Puberty blockers ban imposed by Tory government is lawful, high court rules",Politics,Guardian,politics_subset_10k
Rahul Gandhi Case: Did Sessions Court Miss an Opportunity to Right a Wrong?,Politics,The Quint,quint_politics_headlines
Starmer v Starmer: why is the former human rights lawyer so cautious about defending human rights?,Politics,Guardian,politics_subset_10k
Third time lucky? Melbourne’s Rising festival announces 2022 lineup after two years of delays,Politics,Guardian,politics_subset_10k
‘An exceptional moment’: Olympian Shafiqua Maloney sparks pride in St Vincent and the Grenadines,Politics,Guardian,politics_subset_10k
Keeping Gaie Delap in jail is a travesty of justice | Letters,Politics,Guardian,politics_subset_10k
Robin Smith obituary,Politics,Guardian,politics_subset_10k
"Australians still betting big on Melbourne Cup, despite many saying they’re losing interest in race",Politics,Guardian,politics_subset_10k
"Labour’s planning bill threatens protected habitats, says environment watchdog",Politics,Guardian,politics_subset_10k
"We need smaller councils, not larger ones | Letters",Politics,Guardian,politics_subset_10k
The right’s fury over Caitlin Clark is about everything except Caitlin Clark,Politics,Guardian,politics_subset_10k
Andrew Bolt flees Melbourne for 'bush' of Mornington Peninsula | Weekly Beast,Politics,Guardian,politics_subset_10k
Ex-Malaysian PM’s lawyer pressures Netflix to take down documentary,Politics,Guardian,politics_subset_10k
One Year of Shinde's Coup on Uddhav: Who Won Shiv Sena's Legacy? 4 Surveys Show,Politics,The Quint,quint_politics_headlines
Fears over NHS plan to close all local ambulance stations in London,Politics,Guardian,politics_subset_10k
Kyle Sandilands rails against ‘pearl-clutchers’ and ‘activist haters’ as regulator reins in radio duo’s antics | The Weekly Beast,Politics,Guardian,politics_subset_10k
Do you live in a home formerly inhabited by someone of public interest?,Politics,Guardian,politics_subset_10k
Number of UK children in food poverty nearly doubles in a year to 4m,Politics,Guardian,politics_subset_10k
Starmer says he has confidence in Peter Mandelson amid calls to sack him over Epstein ties – as it happened,Politics,Guardian,politics_subset_10k
Starmer advances on the Tory countryside with his flag of unenthusiastic hope | John Crace,Politics,Guardian,politics_subset_10k
"Amritpal Singh, Er Rashid Won Lok Sabha Polls From Jail But How Will They Work?",Politics,The Quint,quint_politics_headlines
Helen McCrory shone as Anna Karenina | Brief letters,Politics,Guardian,politics_subset_10k
Is John McDonnell’s criticism of Keir Starmer’s Labour fair? | Letter,Politics,Guardian,politics_subset_10k
"Rohingyas, Sheeshmahal & The Delhi Model: Election Talk with AAP's Jasmine Shah",Politics,The Quint,quint_politics_headlines
Number of NHS staff in England off due to Covid doubles in fortnight,Politics,Guardian,politics_subset_10k
"NHS care delays in England harmed 8,000 people and caused 112 deaths last year",Politics,Guardian,politics_subset_10k
"Britain is targeting Albanians to excuse policy failures, says country’s PM",Politics,Guardian,politics_subset_10k
‘Vast’ growth in value of England rentals since 1990 would have built 3m council homes,Politics,Guardian,politics_subset_10k
Lady Howells of St Davids obituary,Politics,Guardian,politics_subset_10k
Warsi says she fears attacks against her family after Braverman’s ‘racist rhetoric’ ,Politics,Guardian,politics_subset_10k
Teen climate activist subjected to sexist and racist abuse amid federal court climate case,Politics,Guardian,politics_subset_10k
UK social media users could get power to block anonymous accounts,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
Labour suspends MP Mike Amesbury after video appears to show him punching man,Politics,Guardian,politics_subset_10k
"Daily endometriosis pill approved for NHS could help 1,000 women a year",Politics,Guardian,politics_subset_10k
ABC demands rightwing thinktank correct ‘misleading’ claims on public trust,Politics,Guardian,politics_subset_10k
One in five families in Liz Truss’s seat would lose out under real-term benefit cuts,Politics,Guardian,politics_subset_10k
ABC to slash programming and services as it grapples with Coalition funding cuts,Politics,Guardian,politics_subset_10k
Vanilla nice? The 99s are on Starmer in Blackpool as local elections loom,Politics,Guardian,politics_subset_10k
Rishi Sunak expected to shelve privatisation of Channel 4,Politics,Guardian,politics_subset_10k
Australia-based sprinter ‘honoured’ to represent oppressed women after making Afghan Olympic team,Politics,Guardian,politics_subset_10k
‘We’re ready for you’: English galleries and museums throw open their doors,Politics,Guardian,politics_subset_10k
Julian Assange extradition appeal: what’s at stake and what will happen next? ,Politics,Guardian,politics_subset_10k
In Sambhal: 'Voted Even While They Rained Lathis and Sticks on Us',Politics,The Quint,quint_politics_headlines
"Prioritise people’s needs ‘over newts’ in housing policy, says Angela Rayner",Politics,Guardian,politics_subset_10k
Parties would have to justify House of Lords nominations under new rules,Politics,Guardian,politics_subset_10k
"Counterview: In 9 Years of Modi Government, the Meteoric Rise of Three Sectors",Politics,The Quint,quint_politics_headlines
Stephen Colbert: subpoena of Mueller report is 'time to get our hopes up again',Politics,Guardian,politics_subset_10k
Who Really Won This Round of Marathas Vs Maharashtra Govt?,Politics,The Quint,quint_politics_headlines
"Plan to reduce jury trials an ‘irremediable error’, lawyers say in MoJ letter",Politics,Guardian,politics_subset_10k
Starmer says most farmers won’t be affected by inheritance tax change as Clarkson tells rally it’s a ‘hammer blow’ – as it happened,Politics,Guardian,politics_subset_10k
"In the Name of Chhatrapati Shivaji, How Manoj Jarange Reshaped Maratha Identity",Politics,The Quint,quint_politics_headlines
Margaret Ferrier to appeal against Commons suspension for Covid breach,Politics,Guardian,politics_subset_10k
Reform council leader accused of racism after alleged remarks about Sadiq Khan,Politics,Guardian,politics_subset_10k
Swinney expected to become Scotland’s first minister next week after Kate Forbes rules herself out – as it happened,Politics,Guardian,politics_subset_10k
Labour urges Tories to hand back £5m donation from Mohamed Mansour,Politics,Guardian,politics_subset_10k
Thin majorities and chaotic strategy push Labour MPs toward regime change,Politics,Guardian,politics_subset_10k
Exclusive: Youth coach facing assault charge was cleared by third-party firm investigating Hockey Canada abuse claims,Politics,Guardian,politics_subset_10k
Rees-Mogg tells young Tories he wants to ‘build a wall in the English Channel’,Politics,Guardian,politics_subset_10k
Australia won’t conduct ‘megaphone diplomacy’ on Julian Assange amid calls to intervene,Politics,Guardian,politics_subset_10k
"Chickenpox vaccine should be given to children on NHS, experts say",Politics,Guardian,politics_subset_10k
Delhi Elections: Can Shifa-ur-Rehman & Tahir Hussain Win? Hint Lies in 4 Polls,Politics,The Quint,quint_politics_headlines
"Mental health trust failings contributed to Norfolk man’s death, coroner finds",Politics,Guardian,politics_subset_10k
‘A politics of nostalgia and score-settling’: how populism dominated the 2010s,Politics,Guardian,politics_subset_10k
Rishi Sunak comes out fighting over net zero but he’s pursuing a risky strategy,Politics,Guardian,politics_subset_10k
‘Not Sidelined by BJP': BS Yediyurappa Delivers ‘Farewell’ Assembly Speech,Politics,The Quint,quint_politics_headlines
Facebook under fire as human rights groups claim ‘censorship’ of pro-Palestine posts,Politics,Guardian,politics_subset_10k
"Big Win for JMM-Congress, BJP's 'Infiltrator' Bogey That Failed: 5 Key Takeaways",Politics,The Quint,quint_politics_headlines
Delhi Mayor Alleges 'Life Threatening' Attack: What Led To Ruckus at MCD House?,Politics,The Quint,quint_politics_headlines
UK launches action plan to prevent harassment and abuse of journalists,Politics,Guardian,politics_subset_10k
Gordon Brown says daughter’s death showed value of ‘good’ dying over assisted dying,Politics,Guardian,politics_subset_10k
Jos Buttler says England boycott of Afghanistan fixture ‘not the way to go’,Politics,Guardian,politics_subset_10k
Sunak and Starmer away as zombie parliament packs up early | John Crace,Politics,Guardian,politics_subset_10k
The hidden life of Camila Batmanghelidjh: why was her exoneration so widely ignored?,Politics,Guardian,politics_subset_10k
Why Jeremy Paxman thinks we’re a nation of ‘snowflakes’,Politics,Guardian,politics_subset_10k
"Conor Burns sacked after being seen ‘touching young man’s thigh’, witness says",Politics,Guardian,politics_subset_10k
"‘Whisper list’ contains 40 politicians never to accept a drink from, MP claims",Politics,Guardian,politics_subset_10k
‘Culture embarrasses them’: how 14 years of Tory fiascos strangled arts in the UK,Politics,Guardian,politics_subset_10k
The arts are in a sorry state at a time when we need them most | Letters,Politics,Guardian,politics_subset_10k
"BECOME A MEMBERCreated by potrace 1.16, written by Peter Selinger 2001-2019",Politics,The Quint,quint_politics_headlines
Nigel Farage names 29 councillors joining Reform as he tries to move on from rifts,Politics,Guardian,politics_subset_10k
"Dominic Raab bullying claims to be examined by ‘independent investigator’, says No 10 – as it happened",Politics,Guardian,politics_subset_10k
Calls for return of Churchill’s national restaurant service to tackle food inequality,Politics,Guardian,politics_subset_10k
UK politics: minister defends loss of high-profile Tory MPs after Gove joins exodus – as it happened,Politics,Guardian,politics_subset_10k
"June, Emergency, and Economics: The Roots of Indira Gandhi's 1975 Decision",Politics,The Quint,quint_politics_headlines
"Boycotting News Anchors, Public Meetings: Key Decisions in INDIA Panel Meeting",Politics,The Quint,quint_politics_headlines
BBC staff express fear of public distrust after election coverage,Politics,Guardian,politics_subset_10k
Public prosecutor faces legal action over Cummings' Durham trip,Politics,Guardian,politics_subset_10k
How the Tory war on immigration backfired,Politics,Guardian,politics_subset_10k
Lord Elton obituary,Politics,Guardian,politics_subset_10k
The Guide #157: A way-too-early look at the Oscars 2025 frontrunners,Politics,Guardian,politics_subset_10k
WNBA 2025 season predictions: Can anyone topple the New York Liberty?,Politics,Guardian,politics_subset_10k
"Racial inequality hard-wired into housing system in England, study finds",Politics,Guardian,politics_subset_10k
"Facebook and North Shore Mums: of all the pages blocked, this one fired up Paul Fletcher | The Weekly Beast",Politics,Guardian,politics_subset_10k
Violence in Manipur Has Left Deep Wound on Nation's Conscience: Sonia Gandhi,Politics,The Quint,quint_politics_headlines
Liz Truss to launch ‘uncensored’ social network to counter mainstream media,Politics,Guardian,politics_subset_10k
Pharmacists hit out at plan to scale back free flu jabs in England,Politics,Guardian,politics_subset_10k
Reform UK chair was member of Conservatives until last week,Politics,Guardian,politics_subset_10k
"Target for cutting premature birthrate in England will not be met, minister says",Politics,Guardian,politics_subset_10k
"Antisemitic hate crimes in London up 1,350%, Met police say",Politics,Guardian,politics_subset_10k
'No Security Breach': Police as Man Runs With Garland Towards Modi in Karnataka,Politics,The Quint,quint_politics_headlines
"Rees-Mogg seeking to evade scrutiny of new fracking projects, email shows",Politics,Guardian,politics_subset_10k
Yousaf sets out ‘anti-poverty and pro-growth’ programme for Scottish government,Politics,Guardian,politics_subset_10k
"Trans participation in sport is happening now – not only is it a non-issue, it makes clubs better | Stephanie Convery",Politics,Guardian,politics_subset_10k
UK museum agrees to return Ethiopian emperor's hair,Politics,Guardian,politics_subset_10k
WL Webb obituary,Politics,Guardian,politics_subset_10k
England thrash USA by 10 wickets to reach T20 World Cup semis – as it happened,Politics,Guardian,politics_subset_10k
 Sunak could announce Northern Ireland protocol deal on Monday,Politics,Guardian,politics_subset_10k
‘Locked in a death spiral’: the state of the NHS at 75,Politics,Guardian,politics_subset_10k
Tory MP Steve Brine faces lobbying questions after Hancock message leak,Politics,Guardian,politics_subset_10k
Lee Anderson says public supports him over Sadiq Khan comments,Politics,Guardian,politics_subset_10k
Mourners honour ‘political genius’ Alex Salmond at Edinburgh service,Politics,Guardian,politics_subset_10k
‘Could do a better job than Keir Starmer’: who could replace the PM if he is forced out?,Politics,Guardian,politics_subset_10k
Vulnerable children aged 5-11 to be offered Covid jabs ,Politics,Guardian,politics_subset_10k
"How legitimate are the claims in Liz Truss’s 4,000-word Telegraph essay?",Politics,Guardian,politics_subset_10k
Pope Emeritus Benedict XVI dies at 95,Politics,https://www.cnbc.com/world-politics/,historical_timeline_politics
