text,category,source,origin
Vishal bags twin table tennis titles,Table Tennis,2023-11-11,news_dataset
American Football Bought the House on Their Album Cover,American Football,2023-09-15,news_dataset
Skiing in Switzerland: The 12 best places to go in 2024,Skiing,2023-11-26,news_dataset
‘Upper Deck Golf’ returns to Busch Stadium today,Golf,2023-11-10,news_dataset
"Sinema joins GOP senators on bill to reverse Biden admin's crackdown on school hunting, archery classes",Archery,2023-09-26,news_dataset
NCAA denies transfer Ali Ali eligibility to play with Akron men's ...,Basketball,2023-11-26,news_dataset
Horse Racing Ireland Press Office,Horse Racing,2023-10-01,news_dataset
Lady Lions Earn First Conference Win over UIW,Athletics,2023-09-26,news_dataset
Boston College Men’s Basketball 2023-24 Roster Countdown: #21 Devin McGlockton,Basketball,2023-10-12,news_dataset
2023/24 DOPS Handbook released – English Ice Hockey Association,Ice Hockey,2023-09-21,news_dataset
Legendary USC Men's Tennis Coach Dick Leach Passes Away At 83,Tennis,2023-10-12,news_dataset
Football: GW 6: Liverpool 3-1 West Ham,Football,2023-10-14,news_dataset
Why is Vinesh Phogat not participating in Asian Games 2023?,Wrestling,2023-10-03,news_dataset
एकलव्य तीरंदाजी केंद्र दुमका के तीन तीरंदाज जूनियर झारखण्ड टीम में शामिल,Archery,2023-10-10,news_dataset
Arizona Fall League Prospect Report: Four Weekend Standouts To ...,Baseball,2023-10-09,news_dataset
"Team news is in for Newcastle v Liverpool, the Premier League's early kick-off",Sports,https://www.bbc.com/sport,historical_timeline_sports
Edgar Chairez vs. Daniel Lacerda 2 set for UFC Vegas 81,MMA,2023-10-05,news_dataset
"LPGA, Ladies European Tour closing in on groundbreaking merger pending LET player vote",Golf,2023-11-25,news_dataset
"Georgian para taekwondo team claim 3 medals, with all-Georgian final",Tae Kwon Do,2023-10-15,news_dataset
China Open 2023 badminton: Watch live streaming and telecast in ...,Badminton,2023-09-25,news_dataset
"Despite IOC rejection, Indian archers remain poised and focused",Archery,2023-10-15,news_dataset
Baseball: Roki Sasaki boosts Marines past Hawks - The Mainichi,Baseball,2023-10-15,news_dataset
Sit-Ski World Record Attempt,Snowboarding,2023-09-25,news_dataset
Se-young goes from the shadows to spotlight,Badminton,2023-09-25,news_dataset
Can horses swim? Here's how our equine friends do in water.,Swimming,2023-10-05,news_dataset
National elite boxing title for Tullamore woman as Buckley fights for ...,Boxing,2023-11-14,news_dataset
Sultanov appointed head coach of Tunisian taekwondo team,Tae Kwon Do,2023-09-29,news_dataset
"Jyothi, Ojas' rare treble adds to India's archery glory",Archery,2023-10-13,news_dataset
Mustangs volleyball wins again at Region 9 tournament,Volleyball,2023-11-03,news_dataset
Brad Pitt Is Making a Movie About Formula 1,Formula1,2023-11-03,news_dataset
Jordanian taekwondo stars with silver and bronze at Asian Games,Tae Kwon Do,2023-09-29,news_dataset
Junior surfing stars shine on Phillip Island - Surf Coast Times,Surfing,2023-09-29,news_dataset
Norris 'swearing' in helmet over costly F1 Japan Perez VSC confusion,Formula1,2023-09-25,news_dataset
Video: CMA CGM Containership “Breaches” Swimming Club's SF ...,Swimming,2023-11-11,news_dataset
DU Gymnastics’ Lynnzee Brown to Compete at Pan American Games,Gymnastics,2023-11-06,news_dataset
All You Need to Know for the ICC Men's Cricket World Cup 2023,Cricket,2023-10-17,news_dataset
Ice Hockey pays emotional tribute to Adam Johnson,Ice Hockey,2023-11-09,news_dataset
"Top Rail Fence Austin celebrates grand opening with a ""soccer spectacle""",Fencing,2023-10-05,news_dataset
A tale of two fights: Fury-Ngannou and Serrano-Ramos tell the story ...,Boxing,2023-11-03,news_dataset
Watch: Bhavani Devi eyes Paris Olympics Qualifications as she talks ...,Fencing,2023-09-30,news_dataset
Esports news | Benecke scores first ESL R1 win of the season | GRR,Esports,2023-09-29,news_dataset
Andhra Pradesh sub-junior badminton Championships draws to an end,Badminton,2023-10-01,news_dataset
"College football Re-Rank: Ohio State surges, Pac-12 dominates top 10",Football,2023-09-26,news_dataset
How many quarters are there in a game of American Football?,American Football,2023-11-08,news_dataset
Men's Tennis Readies for Gator Fall Invite,Tennis,2023-10-28,news_dataset
"4/10/2023 Horse Racing Tips and Best Bets – Kalgoorlie, Hannans Handicap day",Horse Racing,2023-10-04,news_dataset
"Australian cricket news 2023: Sheffield Shield wrap, Mitch Swepson ...",Cricket,2023-10-17,news_dataset
Omaha Supernovas pro volleyball team announces schedule for inaugural season,Volleyball,2023-11-03,news_dataset
Gloucester edge victory in hard fought Prem Cup battle,Rugby,2023-10-07,news_dataset
Maharashtra emerges overall champion; J&K bags third place in Fencing,Fencing,2023-11-26,news_dataset
EPS investigating neck slice during Noralta Junior C Hockey League game,Ice Hockey,2023-10-04,news_dataset
Read more on Juventus take first-leg lead over Napoli in Coppa Italia,Sports,https://www.bbc.com/sport,historical_timeline_sports
Spectacular World Rugby Awards to take place at the Opéra Garnier ...,Rugby,2023-10-09,news_dataset
Cape Fear Fencing Association at Tileston Gym in downtown ...,Fencing,2023-10-18,news_dataset
VideoBad Bunny catches foul ball at Yankees game0:17,Sports,CNN,sports_politics_data
UHV Baseball announces 2024 schedule | Advosports ...,Baseball,2023-11-18,news_dataset
One golf store is trying to keep resellers’ hands off Travis Scott’s new Nike Jordans range by making customers hit a ball 200 yards before they can buy,Golf,2023-10-15,news_dataset
Williams Esports: Academy Update - October 2023,Esports,2023-10-07,news_dataset
"Day 5 at Santiago 2023: Mac Neil makes history, badminton gold rush",Badminton,2023-11-08,news_dataset
Gerrard could return to boost Liverpool,Sports,https://www.bbc.com/sport,historical_timeline_sports
LIVE: Chelsea vs Manchester City – Premier League match,Football,2023-11-12,news_dataset
"हॉकी और फुटबॉल के बाद अब टेबल टेनिस में भी ओडिशा होगा आगे, सीएम ने भुवनेश्वर में अकादमी का किया उद्घाटन..",Table Tennis,2023-11-10,news_dataset
Asian Table Tennis Championships 2023: Indian men's team ...,Table Tennis,2023-11-12,news_dataset
Baseball: Buffaloes delay Marines' march into playoffs - The Mainichi,Baseball,2023-10-08,news_dataset
High performance training for Kenyan athletes paying off,Tae Kwon Do,2023-09-18,news_dataset
The designated hitter hasn't always lived up to its title after 2 full MLB ...,Baseball,2023-11-09,news_dataset
Surfer dies at Dee Why,Surfing,2023-10-28,news_dataset
What happened next? | Amazing rugby howler costs team victory!,Rugby,2023-10-06,news_dataset
Jerome Pampellone v Rogelio Medina: Surging Kiwi boxer faces the ...,Boxing,2023-11-26,news_dataset
Rugby World Cup 2023 excites fans in record numbers as thrilling ...,Rugby,2023-10-31,news_dataset
VideoChloe Kim injured ahead of Olympics0:32,Sports,CNN,sports_politics_data
Ivy Championship Against Yale Next for Men's Soccer,Athletics,2023-11-11,news_dataset
"Highlights | PAK vs AUS, Cricket World Cup 2023 Warm-Up Match ...",Cricket,2023-10-04,news_dataset
Murray wins on return to action in Dubai,Sports,https://www.bbc.com/sport,historical_timeline_sports
Moose Announce 2023 Training Camp Schedule,Ice Hockey,2023-09-30,news_dataset
"Kate channels Gareth Bale's signature heart gesture, plays table tennis and doles out hugs as she visits Cardi",Table Tennis,2023-10-18,news_dataset
8 ways to celebrate California Surfing Day,Surfing,2023-10-17,news_dataset
ICC CWC: NZ vs AFG Live streaming on Disney,Cricket,2023-10-18,news_dataset
Tommy Fury v KSI: Does crossover boxing 'damage integrity' of the sport?,Boxing,2023-10-25,news_dataset
Drills & Games - Dominant ball carrier,Rugby,2023-11-12,news_dataset
Tainara Lisboa: UFC bantamweight division more interesting without ‘untouchable’ Amanda Nunes,MMA,2023-10-18,news_dataset
UK Athletics chief blindsided by shock sacking nine months before Paris 2024,Athletics,2023-11-11,news_dataset
Spain shines brighter on first Open Water Cup in Sardinia,Swimming,2023-09-24,news_dataset
Ahmed Al Mansouri seals historic cycling bronze for UAE at Asian ...,Cycling,2023-09-29,news_dataset
"Artistic Gymnastics: How to watch Simone Biles, Sunisa Lee at the ...",Gymnastics,2023-09-30,news_dataset
Dubai’s Robust Esports Culture Makes Everyone A Winner,Esports,2023-10-07,news_dataset
"Velte, Makoyed win women's freestyle titles at Bill Farrell Memorial ...",Wrestling,2023-11-18,news_dataset
Professional Skier Tries Out 75-Year-Old Skis,Skiing,2023-09-16,news_dataset
Cricket: All-round Capitals Rout Super Stars,Cricket,2023-11-25,news_dataset
"UConn football at No. 21 James Madison: Time, TV, and what you ...",Football,2023-11-10,news_dataset
Jefferson-Morgan esports | | heraldstandard.com,Esports,2023-10-09,news_dataset
LIVE COVERAGE - Qualifying in Singapore | Formula 1®,Formula1,2023-09-18,news_dataset
Ohio youth baseball practice disrupted by coach’s felony warrant,Baseball,2023-09-26,news_dataset
South Korean Olympian’s fiancé detained on charges of fraud,Fencing,2023-11-01,news_dataset
Burton Snowboards Owner Donna Carpenter Joins The Bomb Hole Podcast,Snowboarding,2023-11-10,news_dataset
Cristiano Ronaldo tops Forbes' 2023 football rich list - ESPN,Football,2023-10-15,news_dataset
World-conquering compound archers aim Asian domination,Archery,2023-10-01,news_dataset
Small victory looms large for Samohi Lady Vikings golf team,Golf,2023-09-29,news_dataset
Rishi Sunak submits plans for fence around country home after protest,Fencing,2023-11-14,news_dataset
10 Best Amateur Wrestlers (Who Tried Out Pro Wrestling),Wrestling,2023-09-24,news_dataset
Verstappen overcomes wet-weather chaos to make it a hat-trick of Dutch GP wins and equal Vettel’s victory record,Formula1,2023-11-10,news_dataset
"John Isner, More Than Just A Pretty Ace",Tennis,2023-09-26,news_dataset
GB's Joanna Rowsell wins her second gold of the World Track Championships with victory in the individual pursuit,Sports,https://www.bbc.com/sport,historical_timeline_sports
Toto Wolff: Ferrari's Singapore triumph breathes new life into ...,Formula1,2023-09-19,news_dataset
Transylvania Tae Kwon Do continuing to grow in downtown Brevard,Tae Kwon Do,2023-09-18,news_dataset
The Best Snowboard Brands,Snowboarding,2023-11-08,news_dataset
African scissor cut in Kerala village football,Football,2023-11-10,news_dataset
Du Plessis replies to White's criticism of him not fighting at UFC 293,MMA,2023-09-20,news_dataset
A trail of athletics scandals follows NU President Michael Schill,Athletics,2023-11-16,news_dataset
Proposed bill would provide free swimming lessons to Florida families,Swimming,2023-11-26,news_dataset
Broncos beat the Bills in OT and Seattle mauls San Francisco in NFL playoffs action,Sports,CNN,sports_politics_data
"Sunday Special | Man-animal Conflict Cases High in UP, Solar Fencing to Keep Wildlife Away from Human Settl",Fencing,2023-10-17,news_dataset
Misbah-ul-Haq to lead Pakistan in Sydney,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Asian Games 2023 athletics: Preview, schedule, how to watch live ...",Athletics,2023-10-11,news_dataset
"Zii Jia, badminton's early exit specialist",Badminton,2023-10-15,news_dataset
"Region 6 volleyball tournament underway | News, Sports, Jobs",Volleyball,2023-11-07,news_dataset
Break boundaries - Aniisa Kabuye has double reason to progress as ...,Basketball,2023-10-01,news_dataset
Paedophile football coach Barry Bennell dies in prison,Football,2023-09-18,news_dataset
"Man with surfing pet python gets $1,500 fine after going viral",Surfing,2023-10-16,news_dataset
WNBA MVP Breanna Stewart offers to help fund community ...,Basketball,2023-10-09,news_dataset
ESPN 2023 college football preseason All-America team - ESPN,American Football,2023-11-12,news_dataset
U.S. National Ski & Snowboard Hall of Fame Announces 2023 Class,Snowboarding,2023-10-13,news_dataset
Past death - Breaking down why ONE Championship has MMA's most restrictive contracts,MMA,2023-10-08,news_dataset
Max Verstappen: Five Formula 1 Records He Has Broken Through ...,Formula1,2023-11-10,news_dataset
Gymnastics: Individual Titles Decided on Final Day of State Meet,Gymnastics,2023-11-06,news_dataset
ICC Men's Cricket World Cup – Top Fives,Cricket,2023-10-31,news_dataset
ਨੌਜਵਾਨਾਂ ਨੂੰ ਸਮਾਜਿਕ ਕੁਰੀਤੀਆਂ ਤੋਂ ਦੂਰ ਰੱਖਣ ਲਈ ਬੈਡਮਿੰਟਨ ਖੇਡ ਮੁਕਾਬਲੇ ਕਰਵਾਏ,Badminton,2023-11-04,news_dataset
Live text coverage as Pakistan again win the toss and bat against England in the third and final Test in Sharjah,Sports,https://www.bbc.com/sport,historical_timeline_sports
"‘Small but mighty’ West Lorne, Ontario, set to host Kraft Hockeyville",Ice Hockey,2023-09-25,news_dataset
Sutton's Premier League predictions v MMA star Fabian Edwards,MMA,2023-09-22,news_dataset
Watch MMA star Karlos Vemola score stunning KO in SEVEN SECONDS to win title… before offering bonus money t...,MMA,2023-10-08,news_dataset
La Salle University Unveils Basketball Arena Renovation Project,Basketball,2023-09-29,news_dataset
Class 1 Girls Basketball Players to Watch,Basketball,2023-11-25,news_dataset
Mental strength key against Djokovic: Wawrinka,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Generals Athletics Today | November 6 - Washington and Lee ...,Athletics,2023-11-06,news_dataset
How Chinese tennis evolved in the wake of Li Na's exit,Tennis,2023-10-19,news_dataset
Early Look at Next Season's Cap Situation,Ice Hockey,2023-10-12,news_dataset
Man Utd & Liverpool kept apart in EFL Cup semis,Sports,https://www.bbc.com/sport,historical_timeline_sports
"Not Just Olympics, Gymnastics Queen Simone Biles Spills the ...",Gymnastics,2023-09-30,news_dataset
PM lauds Ojas Praveen Deotale for striking Gold in the Compound ...,Archery,2023-10-07,news_dataset
Asian Games 2023 baseball: Republic of Korea win fourth straight ...,Baseball,2023-11-03,news_dataset
Stroll is done with Formula 1 and this behaviour has no place in F1,Formula1,2023-10-08,news_dataset
"Former Bangor, Old Town-Orono hockey coach lands Brewer job",Ice Hockey,2023-11-09,news_dataset
USA Swimming News,Swimming,2023-10-13,news_dataset
Darragh Kelly tips Donegal MMA pair for big things,MMA,2023-09-22,news_dataset
"‘If it goes away, is that going to be good?’ Fred Couples on LIV and its future",Golf,2023-09-23,news_dataset
Suspect arrested after Salem State University basketball player Carl-Hens Beliard killed in shooting,Basketball,2023-11-03,news_dataset
2024 Home Schedule Set for Alabama Gymnastics - University of ...,Gymnastics,2023-10-03,news_dataset
Read more on Aberdeen thump Dundee 7-0 to delay Celtic celebrations,Sports,https://www.bbc.com/sport,historical_timeline_sports
Sumter Cycling presents On the Move Challenge October 13 ...,Cycling,2023-10-11,news_dataset
Pakistan's arcade heroes take esports world by storm,Esports,2023-11-08,news_dataset
Mike Hatchett and TGR Snowboard Film ‘Flying High Again’ Is Perfect Way To Kick Off Season,Snowboarding,2023-11-10,news_dataset
Owner of Worlds Biggest Snowboard Brand Shares Insight in ...,Snowboarding,2023-11-09,news_dataset
Record-breakers New Zealand retain World Cup,Sports,https://www.bbc.com/sport,historical_timeline_sports
Men playing American football are more likely to develop ...,American Football,2023-10-17,news_dataset
Rugby World Cup 2023 Match Preview: New Zealand v Uruguay ...,Rugby,2023-10-07,news_dataset
"AIFF announces Football Agents Regulations, 2023",Football,2023-10-08,news_dataset
"Tennis, WTA – Ningbo Open 2023: Jabeur defeats Korpatsch",Tennis,2023-09-27,news_dataset
Father Ryan volleyball stays alive by beating Baylor,Volleyball,2023-10-18,news_dataset
Hayden's ‘respect from your country’ remark after Suryakumar fails again,Cricket,2023-09-20,news_dataset
"CT champions University, Conard talk esport barriers",Esports,2023-11-04,news_dataset
What is the end zone in American football and how big is it?,American Football,2023-09-24,news_dataset
All You Need To Know | Munster v Stormers,Rugby,2023-11-16,news_dataset
Champions crowned in Taekwondo Canada's pre-qualification ...,Tae Kwon Do,2023-11-25,news_dataset
"Deiveson Figueiredo announces retirement plan, wants UFC title shot after two bantamweight wins",MMA,2023-09-30,news_dataset
Playing your first round of golf? Here are 6 things you absolutely must know,Golf,2023-11-06,news_dataset
"Rugby World Cup 2023: today's match, full schedule and group standings",Rugby,2023-09-27,news_dataset
Team Insane Esports owner David Dey arrested in Guwahati over fake call center,Esports,2023-09-18,news_dataset
"Five things to watch at the finale of the artistic gymnastics World Challenge Cup, hosted at the Paris 2024 Olympic venue",Gymnastics,2023-09-16,news_dataset
Watch AI's Hilarious Attempt at A Snowboarding Video,Snowboarding,2023-10-11,news_dataset
Taylor Swift and American football: The final frontier // The Observer,American Football,2023-11-08,news_dataset
VIDEO: Classic Snowboard vs Skier Rivalry Resurrected,Snowboarding,2023-11-08,news_dataset
Register for the USA Archery Collegiate 3D Nationals in Alabama,Archery,2023-09-23,news_dataset
22-Year-Old 'Little Queen of Cycling' From Hong Kong Sets Her ...,Cycling,2023-10-17,news_dataset
Simone Biles vault at gymnastics world championship prioritized safety,Gymnastics,2023-10-07,news_dataset
"As Library Place construction fences come down, Rasa Spa and the ...",Fencing,2023-11-26,news_dataset
"BWF Badminton Korea Masters 2023 - Gwangju, Republic of Korea",Badminton,2023-11-18,news_dataset
Nehra one of the smartest cricketers: Kohli,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Asian Archery C’Ships: India’s recurve women, compound men’s team win bronze; Jyothi, Parneet ensure all-Indian women’s compound final",Archery,2023-11-08,news_dataset
Kent surfer: ‘Don't build surf park here’,Surfing,2023-10-24,news_dataset
"Hamilton now faces real challenge from 'quiet, low-key' Bottas",Sports,https://www.bbc.com/sport,historical_timeline_sports
ICC Cricket World Cup 2023 Points Table: The Netherlands gain two spots after a win against Bangladesh,Cricket,2023-11-01,news_dataset
Virumaa taekwondo-sportlasi tabas Soomes medalisadu,Tae Kwon Do,2023-10-24,news_dataset
Letter To The Editor: The Unspoken Safety Factor In Horse Racing ...,Horse Racing,2023-09-30,news_dataset
SkRossi allowed to explore options outside of Global Esports,Esports,2023-10-24,news_dataset
Conor McGregor Sends Blunt Message Following Logan Paul's DQ ...,MMA,2023-11-09,news_dataset
"UFC veterans in MMA, boxing, and bareknuckle MMA action Nov. 8-12",Boxing,2023-11-10,news_dataset
Watch: Neeraj Chopra's 83.80m Throw In Eugene Diamond League Final,Athletics,2023-09-17,news_dataset
PAL holds Mabuhay Miles Elite golf tournament in 5 years,Golf,2023-11-12,news_dataset
Toto Wolff: Ferrari's Singapore triumph breathes new life into Formula 1,Formula1,2023-09-20,news_dataset
Tampa Bay Rays Calling Up One of Baseball's Top Prospects As AL ...,Baseball,2023-09-26,news_dataset
"Andhra Cricket Association with the support of BCCI will build a cricket stadium in Visakhapatnam, says IT Minister",Cricket,2023-10-13,news_dataset
Talon Esports vs BetBoom Team Dota 2 The International 2023 Lower Bracket Round 2 highlights,Esports,2023-10-23,news_dataset
"How to stream, listen to quarterfinal high school football playoff ...",Football,2023-11-03,news_dataset
Men's Basketball Reveals 2023-24 Campaign - Stanford University ...,Athletics,2023-10-05,news_dataset
A round of golf on a Wednesday afternoon? The new rules of WFH ...,Golf,2023-09-18,news_dataset
Arrow fired on to pitch sees Oval evacuated and match abandoned,Sports,https://www.bbc.com/sport,historical_timeline_sports
National analyst shares notes from IU basketball Pro Day,Basketball,2023-10-08,news_dataset
Hasan Ali wrestles Pakistan Cricket team's masseur ahead of Australia series | Watch | Mint,Cricket,2023-11-25,news_dataset
"Asian Games 2023 schedule, 29 September, Friday: Boxing, tennis ...",Boxing,2023-09-29,news_dataset
"Asian Games 2023: Badminton preview, full schedule and how to ...",Badminton,2023-10-04,news_dataset
Taekwondo Instructor Swetha from Orchids The International Wins 2 ...,Tae Kwon Do,2023-10-01,news_dataset
What Is Significance Of 9 Symbols In Cricket World Cup 2023 Logos?,Cricket,2023-10-25,news_dataset
"Remember TAB-K during archery, crossbow deer seasons",Archery,2023-09-17,news_dataset
Roger Federer reduced to tears after Swiss tennis icon receives special invite,Tennis,2023-11-25,news_dataset
Russell inspired by Alonso as he explains change in approach after F1's summer break,Formula1,2023-11-04,news_dataset
"Asian Games archery, chess medal winners receive grand welcome",Archery,2023-10-13,news_dataset
"Dearth of facilities: Forced to play outdoors, challenges galore for volleyball players",Volleyball,2023-10-04,news_dataset
Canelo Alvarez reveals the date of his farewell fight; but first he wants to fight at Estadio Azteca,Boxing,2023-09-16,news_dataset
South Africa 49-18 Tonga: Rugby World Cup – as it happened,Rugby,2023-10-07,news_dataset
Fish and Wildlife Commission takes up crossbow use again,Archery,2023-10-25,news_dataset
How every former Bill Belichick assistant has fared as an NFL head ...,American Football,2023-11-03,news_dataset
Owen Farrell's final Rugby World Cup chance gone? | Steve Borthwick: We thought we'd won it,Rugby,2023-10-24,news_dataset
"Asian Games: Manika Batra creates history, reaches Table Tennis quarterfinals; Sharath Kamal and G Sathiy",Table Tennis,2023-10-08,news_dataset
VideoHow Ronaldo and Djokovic inspire each other1:33,Sports,CNN,sports_politics_data
Roy Jones Jr. Pensacola boxing icon Alfy Smith releases Trade Off ...,Boxing,2023-10-06,news_dataset
"Corey Taylor: My stories of Lemmy, Dimebag Darrell, Ozzy ...",Table Tennis,2023-11-07,news_dataset
Blue Mountain snowboard coach carves out provincial acclaim,Snowboarding,2023-10-14,news_dataset
VideoKobe Bryant’s ‘Grinch’ shoes could sell for $10m at auction0:43,Sports,CNN,sports_politics_data
"India vs Bangladesh cricket, Asian Games 2023 men's T20 semi ...",Cricket,2023-10-19,news_dataset
XC Sessions - Glasgow opener this weekend; further dates listed,Athletics,2023-10-11,news_dataset
Ultimate Table Tennis league signs seventh franchise | Mint,Table Tennis,2023-09-20,news_dataset
College football rankings: Michigan State reaches the Bottom 25 after historic loss to Michigan,Football,2023-10-25,news_dataset
"Live Cricket Score, Live Score, Cricket Match Scorecard, Live Commentary",Cricket,2023-11-26,news_dataset
FOOTBALL | AIFF & AFC secretaries meet TFA and CFA stakeholders to discuss ways to develop the sport,Football,2023-09-21,news_dataset
"""Looking good"" - Michael Phelps praises Rafael Nadal’s swimming workout as he trains for his tennis return",Swimming,2023-09-17,news_dataset
3 takeaways from UVA women’s basketball’s scrimmage win vs Pitt-Johnstown,Basketball,2023-11-03,news_dataset
"Fantasy football 2023: Four players to buy low, three to sell high in Week 2",American Football,2023-09-17,news_dataset
Umar Kremlev opened the ASBC Asian Youth & Junior Boxing ...,Boxing,2023-10-24,news_dataset
"Beer belly wrestling, 'evading arrest' obstacle course on tap for inaugural Florida Man Games",Wrestling,2023-10-25,news_dataset
PM congratulates Sheetal Devi for winning gold in archery at Asian Para Games,Archery,2023-11-18,news_dataset
How Raven Colvin became the unquestioned leader for Purdue ...,Volleyball,2023-11-01,news_dataset
Fan Appeal: Could Basketball Kick Football off its Throne?,American Football,2023-11-08,news_dataset
Northampton County man found guilty of killing Boyertown woman with a martial arts move,Tae Kwon Do,2023-09-29,news_dataset
"If I had third eye, I could have played: Djokovic",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Cricket - Live Score, Cricket Highlights and Cricket Schedule",Cricket,2023-11-10,news_dataset
Cardiff City Stadium to host Welsh rugby's Judgement Day,Rugby,2023-11-16,news_dataset
Vehicle thieves arrested in Ghaziabad,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Cricket World Cup 2023: team-by-team guide to the tournament,Cricket,2023-10-03,news_dataset
Watch: Mark McMorris Returns with Remarkable Strength in First ...,Snowboarding,2023-09-22,news_dataset
Chloe Magee appointed to new role in 'significant step' for ...,Badminton,2023-10-31,news_dataset
WA teen Henry Edmondson heading to 2024 junior snowboarding world championship in Austria,Snowboarding,2023-10-30,news_dataset
3 former New Mexico State basketball players charged with sex crimes in case of alleged hazing,Basketball,2023-11-12,news_dataset
10-Foot Great White Shark Terrorizes Cape Cod Surfers: 'It Violently ...,Surfing,2023-11-09,news_dataset
The surprising reality of summer skiing in the Alps,Skiing,2023-10-09,news_dataset
"College football scores, updates: Ohio State beats Notre Dame on dramatic last-second TD",Football,2023-09-29,news_dataset
Strathaven care centre residents get a kick from tae kwon-do,Tae Kwon Do,2023-10-04,news_dataset
Maharashtra Government Seeks Unchained Support From Various Authorities For Hindayan Cycling Event,Cycling,2023-10-01,news_dataset
UP Police win gold medals in taekwondo championship,Tae Kwon Do,2023-11-07,news_dataset
Match 1 - June 01ENG308/247.2/50 ovBAN305/650.0/50 ov,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Watch: Scotty James Does Unthinkable Switch McTwist Back To ...,Snowboarding,2023-10-13,news_dataset
Canoeing and taekwondo debuts to highlight Hangzhou 2022 Asian ...,Tae Kwon Do,2023-11-09,news_dataset
Courses for Horses: The story of Calcutta's integral horse racing and equestrian citizens,Horse Racing,2023-10-04,news_dataset
ITV horse racing documentary series from South Shore to air in 2024,Horse Racing,2023-10-25,news_dataset
Atlanta Open tennis tournament set to end after 15 years,Tennis,2023-11-09,news_dataset
Golf In Third Place After Stellar Second Round at Shirley Spork Invite,Golf,2023-10-03,news_dataset
Murkowski Steps Up Fight to Defend Funding for School Archery ...,Archery,2023-09-18,news_dataset
Turf could replace grass baseball fields at five Huntsville City schools,Baseball,2023-11-14,news_dataset
Catamount Women’s Golf Travels to Edisto Island,Golf,2023-10-15,news_dataset
Capital phase of Swimming Pool Support Fund opens for applications,Swimming,2023-09-15,news_dataset
"2023-24 Team Canada Winter Preview: Alpine Skiing, Freestyle ...",Skiing,2023-10-28,news_dataset
Yoshihito Nishioka Excited About Return Of Elite Tennis To China,Tennis,2023-09-29,news_dataset
KL Rahul smashes India's fastest-ever Cricket World Cup century ...,Cricket,2023-11-12,news_dataset
One shot to get it right this archery season,Archery,2023-09-20,news_dataset
Hong Kong fencing team hopes to fight to pole position at Asian ...,Fencing,2023-09-24,news_dataset
"Memphis Men's Basketball “Dynamic Pass,” Exhibition Tickets On ...",Basketball,2023-10-04,news_dataset
Formula -1 Race: வெர்ஸ்டப்பனுக்குப் போட்டி வெர்ஸ்டப்பன்தான்!,Formula1,2023-10-01,news_dataset
Table Tennis: Quadri Aruna and teen prodigy Hana Goda clinch ...,Table Tennis,2023-11-16,news_dataset
"Cricket World Cup 2023: NZ vs NED | Kiwis ride on Santner’s allround show, makes it two in two",Cricket,2023-10-13,news_dataset
"Four years later, professional tennis resumes in China after WTA ends Peng Shuai boycott",Tennis,2023-09-16,news_dataset
2023 Women's Volleyball Championship Final – Mountain West ...,Volleyball,2023-11-26,news_dataset
The NHL in 2023: What the data reveals about the ice hockey ...,Ice Hockey,2023-10-30,news_dataset
2024 Men's Gymnastics Season Tickets on Sale Now - University of ...,Gymnastics,2023-10-09,news_dataset
Steelers reach verbal agreement for Mike McCarthy to become head coach,Sports,CNN,sports_politics_data
Oxley Table Tennis group bids farewell to tremendous year,Table Tennis,2023-10-15,news_dataset
ICC Men's Cricket World Cup 2023 warm-up matches confirmed,Cricket,2023-09-20,news_dataset
No. 25 Men’s Soccer Hosts Howard in Midweek Matchup,Athletics,2023-09-27,news_dataset
"First Look: New Surf Video Game, 'Barton Lynch's Pro Surfer' (Video)",Surfing,2023-11-07,news_dataset
Green defense shuts out Canal Winchester in OHSAA football ...,Football,2023-11-11,news_dataset
Christchurch Golf Club badly damaged by overnight fire,Golf,2023-09-25,news_dataset
Jim Ross On Ric Flair: His Wrestling Days Are Essentially Over,Wrestling,2023-11-11,news_dataset
Finalists announced for Men's World Athlete of the Year 2023,Athletics,2023-11-25,news_dataset
"Kane, Fellaini, De Bruyne shine: Premier League scores and reports",Sports,https://www.bbc.com/sport,historical_timeline_sports
17000 tiles of beatlemania: john lennon's psychedelic swimming ...,Swimming,2023-11-18,news_dataset
"NFL Fantasy 2023 Start 'Em, Sit 'Em Week 2: Quarterbacks",American Football,2023-09-16,news_dataset
VideoSkier lands on one foot after losing a ski mid-air0:30,Sports,CNN,sports_politics_data
New in Colorado skiing: Four resort improvements we can’t wait to try this winter,Skiing,2023-09-27,news_dataset
Badminton: सायना नेहवाल ने महिला शटलरों के प्रदर्शन में गिरावट को किया ...,Badminton,2023-10-12,news_dataset
Formula 1: New Red Bull favorite to replace Sergio Perez in 2025?,Formula1,2023-11-09,news_dataset
MW Volleyball Players of the Week – Sept. 25 – Mountain West ...,Volleyball,2023-09-26,news_dataset
Iyer takes short-ball challenge head on,Cricket,2023-11-01,news_dataset
